Date,open,high,low,close,volume
3/2/2010,85.04190698005087,85.32192023598977,84.76188795016658,84.91324615478516,160992400
3/3/2010,85.13273359317402,85.49600142752091,84.7770354024865,84.98894500732422,150785000
3/4/2010,85.10245199296268,85.36733752813431,84.78459627949164,85.24624633789062,135770400
3/5/2010,85.7987145687106,86.53280825538181,85.5943746291854,86.4646987915039,176118800
3/8/2010,86.47224112615298,86.66900558673636,86.32844682700488,86.47980499267578,114631200
3/9/2010,86.22252984052095,87.02473883623686,86.17712352723778,86.6236343383789,154556700
3/10/2010,86.66147686633089,87.24421239183428,86.58579775280329,87.00960540771484,186088800
3/11/2010,86.8052617811438,87.3955726991814,86.54038200801885,87.37286376953125,160791100
3/12/2010,87.75125614405998,87.76639542894912,87.13824790679412,87.38042449951172,162074800
3/15/2010,87.2290834435979,87.46369043999485,86.72959087507294,87.40314483642578,146816800
3/16/2010,87.64531715093807,88.18264636471339,87.40314052256122,88.09940338134766,168673000
3/17/2010,88.36430235141405,88.9092013270527,88.10698638005246,88.62161254882812,177468100
3/18/2010,88.62917835880906,88.75026380707378,88.2205041447645,88.57620239257812,196509100
3/19/2010,88.12781524658203,89.13090818446713,87.78584818733701,88.12781524658203,226641100
3/22/2010,87.62627294795062,88.7585566250151,87.57307884080633,88.59896850585938,184477800
3/23/2010,88.72817351886003,89.29811295806545,88.43940049245273,89.22212219238281,182941600
3/24/2010,88.88774125618284,89.2373033590466,87.83145413295543,88.78894805908203,196072600
3/25/2010,89.38928691212246,89.79964394602504,88.53818118052268,88.64456939697266,223396300
3/26/2010,88.81174686253706,89.2296988868251,88.24180754037125,88.59136962890625,205808500
3/29/2010,89.0397203860134,89.3132917283828,88.674962461336,89.1537094116211,134513500
3/30/2010,89.26013951616606,89.54131180493413,88.84218728973966,89.21454620361328,145772500
3/31/2010,88.87253944434696,89.30569311414952,88.61416972447863,88.91053771972656,161078700
4/1/2010,89.51847839355469,89.86043969274654,88.98653150870588,89.51847839355469,161215200
4/5/2010,89.86044070352575,90.30879022518594,89.60966598917865,90.24800109863281,105847600
4/6/2010,89.98964049679316,90.62037489590817,89.89085307674976,90.4607925415039,110384200
4/7/2010,90.27838938413262,90.70394221536331,89.52606531756372,89.94402313232422,184576300
4/8/2010,89.63245131597367,90.40757200829177,89.36648080301053,90.25558471679688,158704000
4/9/2010,90.44557325288991,90.88632774437917,90.27839591261878,90.84833526611328,133006500
4/12/2010,90.9623164676549,91.22829279819203,90.85592825452916,90.99271392822266,110279000
4/13/2010,90.90152912737632,91.2206937730143,90.43037717591818,91.06111145019531,125043600
4/14/2010,91.39551231885979,92.09464263916016,91.25113156167667,92.09464263916016,161609000
4/15/2010,91.94262281096682,92.38337734046416,91.91222534709907,92.17060089111328,144615300
4/16/2010,91.84384313465824,92.17060865159502,90.24041301640153,90.70396423339844,366786700
4/19/2010,90.43795910494481,91.13708317255433,90.02760216150746,91.04589080810547,217947800
4/20/2010,91.61588059044892,91.93505114326265,91.09154014929578,91.85905456542969,157708000
4/21/2010,91.91222020959023,92.1250024447709,91.18269851071153,91.69184875488281,192910100
4/22/2010,91.04592955532215,92.07942026802088,90.52158918032771,91.9654312133789,115360300
4/23/2010,91.90462416985721,92.60374839878916,91.66904529010176,92.56575012207031,177335500
4/26/2010,92.59613077195867,92.8013121526305,92.12498469343605,92.21617126464844,143457300
4/27/2010,91.68424033641993,92.20858057160672,89.86043334161225,90.03521728515625,355853300
4/28/2010,90.46837020507628,90.94711714576826,89.87562844333819,90.7191390991211,300674100
4/29/2010,91.26630887743302,92.03382901151478,91.2435122255426,91.8438491821289,193775000
4/30/2010,91.85905123343272,91.9578444619421,90.263221718149,90.28601837158203,270000900
5/3/2010,90.71914580928437,91.70704302086314,90.58236013072305,91.45626831054688,182747900
5/4/2010,90.43796281822975,90.45315864740097,88.84972907576731,89.30567932128906,360353400
5/5/2010,88.57615448814742,89.51845819807534,88.12780507267861,88.77373504638672,328973200
5/6/2010,88.34819512679859,88.91053363067302,79.79150454034757,85.82526397705078,647356600
5/7/2010,85.59727777202158,86.4559841756664,83.14274258922033,84.54859161376953,637558800
5/10/2010,88.00621762025544,88.64455259569115,87.32229515776828,88.2721939086914,396159600
5/11/2010,87.4438984077364,89.18411399774307,87.32231435570318,88.02143859863281,317849800
5/12/2010,88.37100679040823,89.38170074447196,88.2190194677726,89.25251007080078,235607100
5/13/2010,89.00937422378168,89.4273322926461,88.06707561129083,88.14306641,234452500
5/14/2010,87.48190629403236,87.64148864107338,85.77208797866216,86.54720306396484,345601400
5/17/2010,86.78273790775394,87.02591172902012,84.93613470954713,86.59275817871094,325739800
5/18/2010,87.29952110960632,87.55789666870285,85.13375241268481,85.41492462158203,360556800
5/19/2010,84.93616862623372,85.69608784585644,83.86468554138192,84.92857360839844,394742700
5/20/2010,83.11997424850065,83.50753473025804,81.66853134266319,81.72172546386719,530418300
5/21/2010,80.48305549166777,83.1199705809733,80.06509755941772,82.914794921875,500909400
5/24/2010,82.4664160839631,83.12754777133132,81.77489273536362,81.85088348388672,269823000
